ID,Q_0.1_1,Q_0.1_2,Q_0.2_0,Q_0.3_1,Q_0.3_2,Q_0.3_3,Q_0.3_4,Q_0.4_0,Q_0.5_1,Q_0.5_2,Q_0.5_3,Q_0.5_4,Q_0.6_1,Q_1.0_0,Q_1.11_1,Q_1.11_2,Q_1.12_0,Q_1.13_0,Q_1.14_0,Q_1.15_0,Q_1.1_0,Q_1.6_0,Q_1.7_1,Q_1.7_2,Q_1.8_0,Q_1.9_0,Q_4.0_0,Q_4.11_0,Q_4.11a_1,Q_4.11a_2,Q_4.11a_3,Q_4.11b_1,Q_4.11b_2,Q_4.13_0,Q_4.1_1,Q_4.1_2,Q_4.2_1,Q_4.2_2,Q_4.2_3,Q_4.3_1,Q_4.3_2,Q_4.3a_0,Q_4.4_0
37261,2,1,0,1,1,0,1,1,14,11,14,20,7,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
42120,2,1,0,1,1,12,1,1,15,18,15,30,7,1,2,3,1,1,2,1,1,4,1,1,,1,1,1,1,1,0,,,2,0,0,1,0,0,1,0,1,1
42123,2,1,0,1,1,12,1,1,22,18,15,28,7,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,1,1,3,1,,2
42178,7,1,0,1,1,5,1,1,15,10,15,20,9,1,5,5,1,1,2,1,1,3,1,1,,1,1,1,1,1,0,,,2,0,0,1,0,0,1,0,1,1
42388,8,1,0,1,1,6,1,1,15,16,15,20,7,4,,,,,,,2,,,,,,1,4,,,,1,0,2,0,0,3,0,1,1,0,1,2
43905,2,1,0,1,1,6,1,1,15,15,15,40,8,2,,,,,,,1,,,,,,1,5,,,,,,3,0,0,3,0,0,1,0,0,6
43907,2,1,0,1,1,1,1,1,14,19,14,50,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,1,1,1,2
43909,2,1,0,1,1,11,1,1,13,18,0,0,6,1,,,,,,,1,,,,,,1,0,,,,,,1,0,0,1,0,0,1,0,1,1
43910,2,1,0,1,1,12,1,1,14,19,14,50,14,1,,,,,,,1,,,,,,1,3,,,,3,1,2,0,0,1,0,0,1,1,1,1
43911,2,0,0,1,1,10,1,1,14,17,0,0,8,1,,,,,,,1,,,,,,1,1,0,0,0,,,1,0,0,1,0,0,1,0,2,2
43912,2,1,0,1,1,10,1,1,14,18,14,25,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,1,0,0,1,0,0,1,1,1,3
43914,2,1,0,1,1,0,1,1,14,17,14,30,7,1,,,,,,,3,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
43917,2,1,0,1,1,0,1,1,15,19,15,20,8,2,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,0,0,1,1,1,3
43920,2,1,0,1,1,11,1,1,13,19,13,20,6,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,3,1,1,3,1,,2
43921,2,1,0,1,1,6,1,1,14,17,0,0,7,1,,,,,,,1,,,,,,1,0,,,,,,3,0,0,1,0,0,3,1,,1
43923,2,1,0,1,1,10,1,1,14,18,0,0,0,1,0,0,0,0,2,,1,,,,0,0,1,0,,,,,,0,0,0,1,0,0,7,1,,1
43928,2,1,0,1,1,0,1,1,13,18,14,29,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,1,0,0,3,1,0,3,1,,6
43930,2,1,0,1,1,3,1,1,14,19,14,22,12,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,1,0,1,1
43932,2,1,0,1,1,10,1,1,15,16,15,40,9,1,4,4,2,2,3,1,1,4,1,1,,1,1,4,,,,5,1,1,0,0,1,0,0,1,1,1,3
43934,2,1,0,1,1,6,1,1,11,19,11,36,3,1,,,,,,,2,,,,,,1,3,,,,2,0,2,0,0,1,0,0,1,0,1,3
43937,2,1,0,1,1,10,1,1,13,19,13,43,7,2,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,1,3
43938,2,1,0,1,1,0,0,1,15,18,16,30,9,1,5,5,1,1,3,1,1,2,1,1,,1,1,4,,,,5,1,2,0,0,1,1,1,6,1,,3
43940,2,1,0,1,1,9,1,1,13,18,13,28,6,1,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,0,0,1,0,2,2
43969,7,1,0,1,1,0,1,1,14,17,0,0,5,1,,,,,,,3,,,,,,2,,,,,,,,0,0,2,1,1,6,1,,3
43975,2,1,0,1,1,12,1,1,12,17,14,19,2,2,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,1,1,1,1,1,2
44076,1,1,0,1,1,3,1,1,15,18,16,35,10,0,,,,,,,1,,,,,,1,0,,,,,,2,0,0,1,1,0,3,1,,1
44077,2,1,0,1,1,12,1,1,15,18,15,20,6,1,,,,,,,1,,,,,,1,3,,,,2,1,2,0,0,1,0,1,3,1,,2
44185,2,1,0,1,1,6,1,1,15,18,15,30,5,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,1,0,1,2
45219,2,1,0,1,1,12,1,1,11,17,0,0,12,0,,,,,,,3,,,,,,0,,,,,,,,,,,,,,,,
46470,2,1,0,1,1,6,1,1,13,18,0,0,6,1,,,,,,,1,,,,,,1,3,,,,5,0,2,0,0,3,1,1,3,0,,1
46473,2,1,0,1,1,0,1,1,14,18,0,0,7,1,,,,,,,1,,,,,,1,0,,,,,,2,0,0,1,0,0,7,0,,2
46514,2,1,0,1,1,0,1,1,13,11,0,0,4,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,6,1,,1
49172,2,1,0,1,1,1,1,1,13,17,13,25,6,1,,,,,,,1,,,,,,1,4,,,,2,0,2,0,0,1,0,0,1,0,1,1
49327,2,1,0,1,1,1,1,1,13,18,13,40,4,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,0,0,4,0,,1
49330,3,1,,1,1,7,1,1,14,17,14,40,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,1,0,4,1,,2
49333,12,1,0,1,1,12,1,1,14,18,14,50,7,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,1,1,1,0,2,7
49334,2,1,,1,1,12,1,1,13,18,13,37,5,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,4,1,,2
49335,8,1,0,1,1,9,1,1,14,17,14,40,8,1,,,,,,,1,,,,,,1,3,,,,2,1,2,0,0,1,0,0,1,0,1,1
49339,2,1,,1,1,12,1,1,14,16,14,45,8,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,3,1,1,1,1,,1
49342,2,1,0,1,1,0,1,1,13,10,13,20,5,1,,,,,,,1,,,,,,1,4,,,,4,1,1,0,0,1,1,1,4,0,,1
49347,2,1,,1,1,6,1,1,14,17,14,30,6,1,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,
49359,7,1,0,1,1,7,1,1,15,19,15,20,7,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
49360,2,1,0,1,1,5,1,1,16,17,16,21,9,1,2,3,1,1,2,1,1,4,1,1,1,1,1,1,1,1,0,,,2,0,0,1,1,1,1,0,1,3
49367,2,1,,1,1,5,1,1,2,7,3,21,6,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
49787,2,1,0,1,1,0,1,1,11,17,11,20,0,1,,,,,,,1,,,,,,1,0,,,,,,2,0,0,0,0,0,0,0,,5
50154,2,1,0,1,1,11,1,1,13,18,13,29,6,1,,,,,,,1,,,,,,1,1,1,1,1,,,1,0,0,1,1,1,3,1,,3
50203,2,1,,1,1,3,1,1,15,18,15,30,9,1,,,,,,,1,,,,,,1,3,,,,0,0,2,0,0,1,0,0,3,0,,6
50211,2,1,0,1,1,0,1,1,8,19,0,0,21,1,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
50220,7,1,0,1,1,0,1,1,14,16,14,21,8,1,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,5,1,,1
50354,2,1,0,1,1,1,1,1,15,17,15,21,8,2,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,1,0,1,0,1,3
50356,2,1,,1,1,8,1,1,14,15,14,30,14,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50357,2,1,,1,1,12,1,1,12,10,12,19,5,1,,,,,,,1,,,,,,1,1,1,1,1,,,3,0,0,0,0,0,5,1,,1
50358,2,1,0,1,1,12,1,1,14,17,0,0,13,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
50359,2,1,0,1,1,10,1,1,15,15,15,30,8,1,,,,,,,1,,,,,,1,1,1,1,1,,,1,0,0,3,1,1,3,1,,6
50361,7,1,,1,1,9,1,1,14,10,14,30,8,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,3,0,1,1,0,1,1
50362,2,1,0,1,1,12,1,1,13,17,0,0,6,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50364,2,1,0,1,1,0,1,1,7,17,10,20,7,0,0,0,0,0,0,,1,,,,0,0,0,,,,,,,,,,,,,,,,
50368,7,1,,1,1,12,1,1,14,17,14,25,10,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50370,2,1,0,1,1,9,1,1,13,15,13,20,5,2,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,4,0,,1
50371,2,1,0,1,1,12,1,1,15,17,15,25,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,1,1,1,1
50373,2,1,0,1,1,12,1,1,14,14,14,30,6,2,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,0,0,1,0,2,2
50375,2,1,0,1,1,9,1,1,14,15,14,30,10,1,,,,,,,1,,,,,,1,4,,,,5,0,2,0,0,1,1,0,3,0,,3
50377,2,1,,1,1,9,1,1,14,15,14,30,12,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,4,1,1,3,1,,1
50378,2,1,0,1,1,5,1,1,13,17,13,25,4,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,5,1,,3
50380,2,1,0,1,1,12,1,1,14,16,14,20,6,1,,,,,,,1,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
50381,2,1,,1,1,12,1,1,14,15,14,20,8,1,,,,,,,0,,,,,,3,,,,,,,,,,,,,,,,
50382,2,1,0,1,1,8,1,1,14,15,21,21,10,1,,,,,,,1,,,,,,1,3,,,,1,1,2,0,0,1,1,1,1,1,1,5
50383,2,1,0,1,1,12,1,1,14,18,14,30,7,5,,,,,,,1,,,,,,1,3,,,,1,1,2,0,0,1,1,0,1,1,2,1
50384,2,1,0,1,1,12,1,1,14,10,14,20,7,1,,,,,,,2,,,,,,1,5,,,,,,2,0,0,1,1,1,1,0,1,1
50385,2,1,0,1,1,12,1,1,14,10,14,20,9,5,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
50386,2,1,0,1,1,0,1,0,14,15,14,20,16,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50387,2,1,0,1,1,0,1,1,15,17,0,0,6,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
50388,2,1,0,1,1,12,1,0,14,10,14,19,6,3,,,,,,,3,,,,,,0,,,,,,,,,,,,,,,,
50389,2,1,0,1,1,12,1,1,14,17,14,19,14,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50390,1,1,0,1,1,12,1,1,14,10,14,0,15,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,1,0,1,1,,5
50391,1,1,0,1,1,0,1,1,15,16,15,20,10,2,,,,,,,2,,,,,,0,,,,,,,,,,,,,,,,
50392,2,1,0,1,1,12,1,1,13,18,0,0,0,3,,,,,,,1,,,,,,1,5,,,,,,2,0,0,3,1,1,1,1,1,2
50394,2,1,0,1,1,12,1,1,14,10,14,19,13,3,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,1,1,1,1,1,3
50395,2,1,,1,1,0,1,1,21,17,21,19,7,0,,,,,,,2,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
50396,2,1,,1,1,0,1,1,13,17,13,25,0,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50398,2,1,0,1,1,10,1,1,15,15,15,20,6,1,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
50401,2,1,,1,1,4,1,1,13,18,13,40,6,1,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,6,1,,2
50541,2,1,,1,1,2,1,1,13,18,13,40,6,2,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
50543,2,1,0,1,1,10,1,1,13,16,14,25,9,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,1,1,1,3
50544,2,1,0,1,1,0,1,1,13,17,13,19,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50549,2,1,,1,1,6,1,1,14,17,14,30,7,3,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,
50550,2,1,,1,1,0,1,1,13,17,13,30,5,1,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
50551,2,1,0,1,1,0,1,1,14,17,14,40,5,2,,,,,,,1,,,,,,1,4,,,,1,1,2,0,0,1,0,0,1,0,2,3
50555,2,1,0,1,1,12,1,1,14,17,14,41,8,1,,,,,,,1,,,,,,1,4,,,,1,1,1,0,0,1,0,0,1,1,1,2
50557,3,1,0,1,1,0,1,1,13,17,13,40,5,1,,,,,,,1,,,,,,1,3,,,,6,1,3,0,0,0,0,0,0,1,,1
50558,2,1,0,1,1,12,1,1,13,17,14,35,7,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,0,0,1,0,2,1
50559,2,1,0,1,1,12,1,1,12,14,0,0,5,2,,,,,,,1,,,,,,1,0,,,,,,2,0,0,1,1,1,1,0,0,0
50560,2,1,0,1,1,12,1,1,13,17,14,20,5,1,3,3,1,1,2,,1,,,,1,1,1,5,,,,,,3,0,0,1,1,1,4,1,,1
50562,2,1,0,1,1,0,1,1,13,16,13,35,5,1,,,,,,,1,,,,,,1,0,,,,,,2,0,0,1,0,0,0,0,,0
50565,2,1,,1,1,12,1,1,13,10,13,19,6,0,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
50566,2,1,0,1,1,7,1,1,13,18,13,45,9,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
50568,2,1,0,1,1,11,1,1,13,19,13,35,6,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,0,0,1,1,1,6
50571,2,1,0,1,1,0,1,1,12,18,12,40,3,1,,,,,,,1,,,,,,1,3,,,,4,1,2,0,0,1,0,1,1,0,2,1
50572,2,1,0,1,1,1,1,1,13,17,13,20,5,2,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,4,1,,3
50578,2,1,0,1,1,10,1,1,13,18,13,30,5,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,0,0,1,1,1,2
50579,2,1,,1,1,10,1,1,14,11,14,31,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,4,1,,2
50650,1,1,0,1,1,12,1,1,11,17,11,20,2,1,,,,,,,1,,,,,,1,5,,,,,,1,0,0,1,0,0,1,1,2,2
50665,2,1,0,1,1,0,1,1,11,17,0,0,5,0,,,,,,,1,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
50671,2,1,0,1,1,9,1,1,11,11,11,20,6,1,,,,,,,2,,,,,,1,3,,,,1,0,0,0,0,0,0,0,3,1,,1
50672,2,1,0,1,1,10,1,1,12,11,12,50,14,2,,,,,,,1,,,,,,1,0,,,,,,2,0,0,3,0,0,3,0,,1
50673,2,1,0,1,1,10,1,1,12,18,12,20,6,1,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
50674,2,1,0,1,1,10,1,1,12,17,12,50,7,1,,,,,,,1,,,,,,1,5,,,,,,3,0,0,3,0,0,3,0,,1
50679,2,1,0,1,1,0,1,1,12,11,12,21,4,0,,,,,,,1,,,,,,1,0,,,,,,0,0,0,0,0,0,0,0,,0
50680,2,1,0,1,1,11,1,1,13,14,13,20,5,2,,,,,,,1,,,,,,1,0,,,,,,3,0,0,0,0,0,3,1,,1
50681,2,1,0,1,1,10,1,1,12,11,12,25,5,2,,,,,,,2,,,,,,2,,,,,,,,0,0,1,0,0,6,0,,0
50782,2,1,0,1,1,5,1,1,16,19,16,20,5,1,2,2,1,1,1,1,1,2,1,1,,1,2,,,,,,,,0,0,1,0,0,1,0,,0
50792,6,1,,1,1,0,0,1,11,18,11,30,1,1,,,,,,,1,,,,,,1,2,,,,,,1,0,0,1,0,1,3,1,,4
51075,3,1,,1,1,8,1,1,17,18,0,0,8,1,0,0,0,0,0,0,1,0,0,0,,0,4,,,,,,,,,,,,,,,,
51079,2,1,0,1,1,0,1,1,14,14,14,19,6,2,,,,,,,2,,,,,,2,,,,,,,,0,0,1,0,0,1,0,,2
51374,2,1,0,1,1,12,1,1,13,18,0,0,16,2,,,,,,,2,,,,,,2,,,,,,,,0,0,1,0,0,1,0,,1
52638,2,1,0,1,1,0,1,1,14,16,14,19,6,2,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,1,0,1,6
52894,2,1,,1,1,11,1,1,13,18,13,30,6,1,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
52897,2,1,0,1,1,6,1,1,10,17,10,35,3,1,,,,,,,1,,,,,,1,4,,,,2,1,1,0,0,3,1,1,1,1,1,3
53254,2,1,0,1,1,11,1,1,11,18,11,37,9,1,,,,,,,1,,,,,,1,1,1,1,1,,,1,0,0,1,1,1,5,1,,2
53829,2,1,,1,1,11,1,1,12,16,0,0,7,1,,,,,,,1,,,,,,1,4,,,,0,0,1,0,0,1,0,0,4,0,,1
53860,2,1,,1,1,11,1,1,12,17,12,40,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
53921,2,1,0,1,1,6,1,1,13,15,13,20,0,1,,,,,,,2,,,,,,1,2,,,,,,2,0,0,1,0,0,0,0,,0
53959,2,1,,1,1,1,1,1,12,18,12,30,5,1,,,,,,,1,,,,,,1,3,,,,5,1,2,0,0,1,0,0,4,0,,1
54026,2,1,0,1,1,12,1,1,13,18,13,40,5,1,,,,,,,1,,,,,,1,4,,,,1,1,2,0,0,1,1,0,1,0,1,1
54029,2,1,,1,1,12,1,1,13,16,0,0,6,5,,,,,,,1,,,,,,1,3,,,,5,0,2,0,0,1,0,0,1,0,,1
54030,2,1,,1,1,12,1,1,13,17,0,0,6,4,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,
54037,2,1,0,1,1,12,1,1,13,17,0,0,5,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,4,0,,1
54048,2,1,0,1,1,12,1,1,13,16,13,20,6,4,0,0,0,0,0,,1,,,,0,0,1,4,,,,2,1,1,0,0,1,0,0,3,0,,3
54057,2,1,0,1,1,4,1,1,12,17,13,60,5,2,,,,,,,2,,,,,,1,5,,,,,,2,0,0,1,0,0,7,1,,4
54060,2,1,,1,1,10,1,1,12,16,13,31,9,2,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,1,0,,1
54066,2,1,0,1,1,0,1,1,13,18,13,20,5,1,,,,,,,1,,,,,,1,4,,,,5,1,1,0,0,1,0,0,1,1,2,1
54070,2,1,0,1,1,1,1,1,13,16,13,30,5,2,3,3,1,1,1,,1,,,,1,1,1,1,1,1,1,,,2,0,0,1,0,0,1,0,1,6
54075,2,1,0,1,1,11,1,1,12,18,13,35,5,1,,,,,,,1,,,,,,1,4,,,,4,0,2,0,0,1,0,0,1,0,1,3
54078,2,1,0,1,1,11,1,1,12,18,13,40,6,1,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,1,0,1,1,1,1
54082,2,1,,1,1,11,1,1,12,17,0,0,4,2,,,,,,,2,,,,,,1,4,,,,5,0,2,0,0,1,1,0,4,0,,3
54084,2,1,0,1,1,10,1,1,12,16,13,31,5,1,,,,,,,1,,,,,,1,3,,,,2,1,2,0,0,1,0,0,1,0,2,2
54085,2,1,0,1,1,12,1,1,12,15,12,30,0,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,0,0,4,0,,3
54088,2,1,0,1,1,11,1,1,12,16,12,25,5,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,1,0,7,1,,1
54092,2,1,0,1,1,11,1,1,12,18,0,0,5,1,,,,,,,1,,,,,,1,4,,,,5,1,1,0,0,3,1,1,4,0,,2
54098,2,1,0,1,1,12,1,1,12,16,0,0,6,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
54100,2,1,0,1,1,4,1,1,12,15,12,19,6,3,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,4,0,,3
54102,2,1,0,1,1,0,1,1,12,10,12,30,5,1,,,,,,,2,,,,,,1,0,,,,,,0,0,0,0,0,0,1,1,,6
54104,2,1,0,1,1,11,1,1,12,17,12,40,4,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,1
54108,2,1,,1,1,12,1,1,13,18,13,45,6,1,,,,,,,1,,,,,,1,4,,,,4,0,2,0,0,3,1,1,1,0,,1
54109,2,1,0,1,1,1,1,1,12,18,12,30,5,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,1,1,1,1,2
54110,2,1,0,1,1,0,1,1,12,16,12,30,4,1,,,,,,,1,,,,,,1,3,,,,5,1,1,0,0,1,0,0,4,0,,2
54111,2,1,0,1,1,12,1,1,12,18,12,50,5,1,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,0,0,1,0,0,1
54113,2,1,0,1,1,12,1,1,12,18,12,50,6,1,2,4,2,1,1,,1,,,,1,1,1,4,,,,2,1,1,0,0,1,0,0,1,0,2,1
54114,2,1,,1,1,1,1,1,12,17,12,35,5,1,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,
54116,2,1,0,1,1,12,1,1,11,18,0,0,5,1,3,3,1,1,1,,1,,,,0,0,1,1,1,0,0,,,2,0,0,1,0,0,4,0,,1
54119,2,1,0,1,1,12,1,1,12,18,12,35,5,1,,,,,,,1,,,,,,1,4,,,,2,0,2,0,0,1,0,0,4,1,,2
54124,2,1,0,1,1,12,1,1,13,17,13,35,6,1,,,,,,,1,,,,,,1,4,,,,2,1,2,0,0,1,0,0,4,1,,2
54253,2,1,0,1,1,8,1,1,13,18,0,0,7,3,,,,,,,3,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,1,1,1,2
54270,2,1,0,1,1,10,1,1,12,17,12,19,6,1,,,,,,,1,,,,,,1,4,,,,5,0,0,0,0,1,0,0,1,1,1,3
54274,2,1,0,1,1,10,1,1,12,17,12,36,8,2,,,,,,,2,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,1,0,2,5
54277,8,1,0,1,1,10,1,1,12,18,12,48,8,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
54291,2,0,,1,1,0,1,1,17,18,0,0,10,1,5,0,0,0,0,1,1,0,0,0,,0,0,,,,,,,,,,,,,,,,
54305,2,1,0,1,1,12,1,1,15,11,16,51,5,1,,,,,,,1,,,,,,1,3,,,,2,0,2,0,0,1,0,0,1,0,1,2
54306,4,1,,1,1,2,1,1,15,17,15,19,13,0,,,,,,,0,,,,,,3,,,,,,,,,,,,,,,,
54318,7,1,,1,1,12,1,1,15,19,0,0,6,2,,,,,,,1,,,,,,2,,,,,,,,0,0,2,1,1,1,0,,1
54327,4,1,,1,1,5,1,1,15,16,15,21,6,2,,,,,,,2,,,,,,2,,,,,,,,0,0,3,0,0,3,0,,2
54329,2,1,0,1,1,4,1,1,14,17,15,30,5,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,3,1,,2
54335,4,1,,1,1,5,1,1,13,17,0,0,4,1,,,,,,,1,,,,,,1,3,,,,3,0,2,0,0,1,0,0,3,1,,2
